District,Month,Visitors_domestic,Visitors_foreign,Visitors_total
Adilabad,Jan-2016,792136,2,792138
Adilabad,Feb-2016,937820,0,937820
Adilabad,Mar-2016,582946,2,582948
Adilabad,Apr-2016,341948,0,341948
Adilabad,May-2016,252887,0,252887
Adilabad,Jun-2016,368237,0,368237
Adilabad,Jul-2016,447562,4,447566
Adilabad,Aug-2016,614285,2,614287
Adilabad,Sep-2016,491279,0,491279
Adilabad,Oct-2016,94184,0,94184
Adilabad,Nov-2016,99148,0,99148
Adilabad,Dec-2016,53125,0,53125
Adilabad,Jan-2017,318799,5,318804
Adilabad,Feb-2017,83316,0,83316
Adilabad,Mar-2017,27508,0,27508
Adilabad,Apr-2017,13946,0,13946
Adilabad,May-2017,11752,0,11752
Adilabad,Jun-2017,26859,3,26862
Adilabad,Jul-2017,52386,0,52386
Adilabad,Aug-2017,34876,0,34876
Adilabad,Sep-2017,42699,3,42702
Adilabad,Oct-2017,41666,0,41666
Adilabad,Nov-2017,117322,0,117322
Adilabad,Dec-2017,54251,0,54251
Adilabad,Jan-2018,320356,0,320356
Adilabad,Feb-2018,36550,0,36550
Adilabad,Mar-2018,23011,0,23011
Adilabad,Apr-2018,14183,0,14183
Adilabad,May-2018,8197,0,8197
Adilabad,Jun-2018,12052,0,12052
Adilabad,Jul-2018,24666,2,24668
Adilabad,Aug-2018,38939,3,38942
Adilabad,Sep-2018,25875,0,25875
Adilabad,Oct-2018,30257,0,30257
Adilabad,Nov-2018,49181,0,49181
Adilabad,Dec-2018,61476,0,61476
Adilabad,Jan-2019,25071,0,25071
Adilabad,Feb-2019,406177,2,406179
Adilabad,Mar-2019,14347,0,14347
Adilabad,Apr-2019,9972,0,9972
Adilabad,May-2019,6997,0,6997
Adilabad,Jun-2019,9161,0,9161
Adilabad,Jul-2019,11791,0,11791
Adilabad,Aug-2019,108173,2,108175
Adilabad,Sep-2019,37589,0,37589
Adilabad,Oct-2019,38184,0,38184
Adilabad,Nov-2019,70344,2,70346
Adilabad,Dec-2019,38089,0,38089
Adilabad,Jan-2020,621850,0,621850
Adilabad,Feb-2020,29421,0,29421
Adilabad,Mar-2020,9430,0,9430
Adilabad,Apr-2020,,0,0
Adilabad,May-2020,,0,0
Adilabad,Jun-2020,1909,0,1909
Adilabad,Jul-2020,549,0,549
Adilabad,Aug-2020,654,0,654
Adilabad,Sep-2020,3978,0,3978
Adilabad,Oct-2020,15128,0,15128
Adilabad,Nov-2020,27525,0,27525
Adilabad,Dec-2020,61403,0,61403
Adilabad,Jan-2021,18203,0,18203
Adilabad,Feb-2021,271255,0,271255
Adilabad,Mar-2021,15907,0,15907
Adilabad,Apr-2021,6955,0,6955
Adilabad,May-2021,1191,0,1191
Adilabad,Jun-2021,3407,0,3407
Adilabad,Jul-2021,26885,0,26885
Adilabad,Aug-2021,25338,0,25338
Adilabad,Sep-2021,17672,0,17672
Adilabad,Oct-2021,16095,0,16095
Adilabad,Nov-2021,73753,0,73753
Adilabad,Dec-2021,18484,0,18484
Adilabad,Jan-2022,28423,0,28423
Adilabad,Feb-2022,378787,2,378789
Adilabad,Mar-2022,15469,0,15469
Adilabad,Apr-2022,10266,0,10266
Adilabad,May-2022,11670,0,11670
Adilabad,Jun-2022,10704,0,10704
Adilabad,Jul-2022,16035,0,16035
Adilabad,Aug-2022,20472,0,20472
Adilabad,Sep-2022,21352,0,21352
Adilabad,Oct-2022,22668,0,22668
Adilabad,Nov-2022,66152,0,66152
Adilabad,Dec-2022,25972,0,25972
Bhadradri Kothagudem,Jan-2016, , ,0
Bhadradri Kothagudem,Feb-2016, , ,0
Bhadradri Kothagudem,Mar-2016, , ,0
Bhadradri Kothagudem,Apr-2016, , ,0
Bhadradri Kothagudem,May-2016, , ,0
Bhadradri Kothagudem,Jun-2016, , ,0
Bhadradri Kothagudem,Jul-2016, , ,0
Bhadradri Kothagudem,Aug-2016, , ,0
Bhadradri Kothagudem,Sep-2016, , ,0
Bhadradri Kothagudem,Oct-2016,310133,0,310133
Bhadradri Kothagudem,Nov-2016,252127,0,252127
Bhadradri Kothagudem,Dec-2016,326770,0,326770
Bhadradri Kothagudem,Jan-2017,302315,0,302315
Bhadradri Kothagudem,Feb-2017,251359,0,251359
Bhadradri Kothagudem,Mar-2017,243943,0,243943
Bhadradri Kothagudem,Apr-2017,667459,0,667459
Bhadradri Kothagudem,May-2017,311626,0,311626
Bhadradri Kothagudem,Jun-2017,351742,0,351742
Bhadradri Kothagudem,Jul-2017,258114,0,258114
Bhadradri Kothagudem,Aug-2017,316438,0,316438
Bhadradri Kothagudem,Sep-2017,381784,0,381784
Bhadradri Kothagudem,Oct-2017,334504,0,334504
Bhadradri Kothagudem,Nov-2017,281515,0,281515
Bhadradri Kothagudem,Dec-2017,393518,0,393518
Bhadradri Kothagudem,Jan-2018,421275,0,421275
Bhadradri Kothagudem,Feb-2018,240634,0,240634
Bhadradri Kothagudem,Mar-2018,421275,0,421275
Bhadradri Kothagudem,Apr-2018,341258,0,341258
Bhadradri Kothagudem,May-2018,291273,0,291273
Bhadradri Kothagudem,Jun-2018,290512,0,290512
Bhadradri Kothagudem,Jul-2018,220304,0,220304
Bhadradri Kothagudem,Aug-2018,219548,0,219548
Bhadradri Kothagudem,Sep-2018,334878,0,334878
Bhadradri Kothagudem,Oct-2018,322974,0,322974
Bhadradri Kothagudem,Nov-2018,253464,0,253464
Bhadradri Kothagudem,Dec-2018,442483,0,442483
Bhadradri Kothagudem,Jan-2019,283365,0,283365
Bhadradri Kothagudem,Feb-2019,229159,0,229159
Bhadradri Kothagudem,Mar-2019,225448,0,225448
Bhadradri Kothagudem,Apr-2019,349585,0,349585
Bhadradri Kothagudem,May-2019,275800,0,275800
Bhadradri Kothagudem,Jun-2019,9761776,0,9761776
Bhadradri Kothagudem,Jul-2019,233338,0,233338
Bhadradri Kothagudem,Aug-2019,271941,0,271941
Bhadradri Kothagudem,Sep-2019,314199,0,314199
Bhadradri Kothagudem,Oct-2019,287432,0,287432
Bhadradri Kothagudem,Nov-2019,298366,0,298366
Bhadradri Kothagudem,Dec-2019,287328,0,287328
Bhadradri Kothagudem,Jan-2020,269310,0,269310
Bhadradri Kothagudem,Feb-2020,238140,0,238140
Bhadradri Kothagudem,Mar-2020,79871,0,79871
Bhadradri Kothagudem,Apr-2020,,0,0
Bhadradri Kothagudem,May-2020,,0,0
Bhadradri Kothagudem,Jun-2020,15399,0,15399
Bhadradri Kothagudem,Jul-2020,15130,0,15130
Bhadradri Kothagudem,Aug-2020,26350,0,26350
Bhadradri Kothagudem,Sep-2020,30957,0,30957
Bhadradri Kothagudem,Oct-2020,49203,0,49203
Bhadradri Kothagudem,Nov-2020,76900,0,76900
Bhadradri Kothagudem,Dec-2020,80842,0,80842
Bhadradri Kothagudem,Jan-2021,199340,0,199340
Bhadradri Kothagudem,Feb-2021,163761,0,163761
Bhadradri Kothagudem,Mar-2021,83871,0,83871
Bhadradri Kothagudem,Apr-2021,38456,0,38456
Bhadradri Kothagudem,May-2021,9329,0,9329
Bhadradri Kothagudem,Jun-2021,20090,0,20090
Bhadradri Kothagudem,Jul-2021,63082,0,63082
Bhadradri Kothagudem,Aug-2021,70386,0,70386
Bhadradri Kothagudem,Sep-2021,88451,0,88451
Bhadradri Kothagudem,Oct-2021,104063,0,104063
Bhadradri Kothagudem,Nov-2021,84828,0,84828
Bhadradri Kothagudem,Dec-2021,105685,0,105685
Bhadradri Kothagudem,Jan-2022,84901,0,84901
Bhadradri Kothagudem,Feb-2022,108037,0,108037
Bhadradri Kothagudem,Mar-2022,177140,0,177140
Bhadradri Kothagudem,Apr-2022,180027,0,180027
Bhadradri Kothagudem,May-2022,179018,0,179018
Bhadradri Kothagudem,Jun-2022,167787,0,167787
Bhadradri Kothagudem,Jul-2022,95266,0,95266
Bhadradri Kothagudem,Aug-2022,76299,0,76299
Bhadradri Kothagudem,Sep-2022,87413,0,87413
Bhadradri Kothagudem,Oct-2022,101592,0,101592
Bhadradri Kothagudem,Nov-2022,85953,0,85953
Bhadradri Kothagudem,Dec-2022,115658,0,115658
Hanumakonda,Jan-2021,90800,0,90800
Hanumakonda,Feb-2021,89900,0,89900
Hanumakonda,Mar-2021,91970,80,92050
Hanumakonda,Apr-2021,89430,5,89435
Hanumakonda,May-2021,14510,0,14510
Hanumakonda,Jun-2021,10050,0,10050
Hanumakonda,Jul-2021,40670,0,40670
Hanumakonda,Aug-2021,39220,3,39223
Hanumakonda,Sep-2021,42340,5,42345
Hanumakonda,Oct-2021,38650,5,38655
Hanumakonda,Nov-2021,37910,8,37918
Hanumakonda,Dec-2021,38125,6,38131
Hanumakonda,Jan-2022,42135,8,42143
Hanumakonda,Feb-2022,55408,8,55416
Hanumakonda,Mar-2022,44427,8,44435
Hanumakonda,Apr-2022,44010,8,44018
Hanumakonda,May-2022,44785,7,44792
Hanumakonda,Jun-2022,44169,7,44176
Hanumakonda,Jul-2022,42452,9,42461
Hanumakonda,Aug-2022,33640,0,33640
Hanumakonda,Sep-2022,34774,0,34774
Hanumakonda,Oct-2022,35347,9,35356
Hanumakonda,Nov-2022,35198,0,35198
Hanumakonda,Dec-2022,36985,0,36985
Hyderabad,Jan-2016,1122510,15865,1138375
Hyderabad,Feb-2016,778748,29646,808394
Hyderabad,Mar-2016,1017794,13019,1030813
Hyderabad,Apr-2016,1127738,8402,1136140
Hyderabad,May-2016,1287181,8522,1295703
Hyderabad,Jun-2016,12032661,10284,12042945
Hyderabad,Jul-2016,1096754,17142,1113896
Hyderabad,Aug-2016,1061137,12842,1073979
Hyderabad,Sep-2016,832987,9397,842384
Hyderabad,Oct-2016,901960,12808,914768
Hyderabad,Nov-2016,909733,8084,917817
Hyderabad,Dec-2016,1225502,17620,1243122
Hyderabad,Jan-2017,1924695,19286,1943981
Hyderabad,Feb-2017,1886698,18097,1904795
Hyderabad,Mar-2017,1783903,13875,1797778
Hyderabad,Apr-2017,2366793,12996,2379789
Hyderabad,May-2017,2266793,12983,2279776
Hyderabad,Jun-2017,2007060,12486,2019546
Hyderabad,Jul-2017,1890870,18144,1909014
Hyderabad,Aug-2017,1976980,16985,1993965
Hyderabad,Sep-2017,2011280,27856,2039136
Hyderabad,Oct-2017,2202316,26368,2228684
Hyderabad,Nov-2017,1971438,29170,2000608
Hyderabad,Dec-2017,4871416,38933,4910349
Hyderabad,Jan-2018,1978396,35379,2013775
Hyderabad,Feb-2018,1365837,30414,1396251
Hyderabad,Mar-2018,1415938,27535,1443473
Hyderabad,Apr-2018,1586375,20830,1607205
Hyderabad,May-2018,1189492,21554,1211046
Hyderabad,Jun-2018,1595067,24677,1619744
Hyderabad,Jul-2018,1470042,17456,1487498
Hyderabad,Aug-2018,1591470,31217,1622687
Hyderabad,Sep-2018,1508086,22809,1530895
Hyderabad,Oct-2018,2207478,30072,2237550
Hyderabad,Nov-2018,1671320,23487,1694807
Hyderabad,Dec-2018,1964150,29358,1993508
Hyderabad,Jan-2019,1426500,35920,1462420
Hyderabad,Feb-2019,983147,25621,1008768
Hyderabad,Mar-2019,1009991,21929,1031920
Hyderabad,Apr-2019,1045933,18267,1064200
Hyderabad,May-2019,1305748,17317,1323065
Hyderabad,Jun-2019,1262995,20077,1283072
Hyderabad,Jul-2019,1094861,27874,1122735
Hyderabad,Aug-2019,1121380,22725,1144105
Hyderabad,Sep-2019,959930,34018,993948
Hyderabad,Oct-2019,1240643,28706,1269349
Hyderabad,Nov-2019,1073665,32762,1106427
Hyderabad,Dec-2019,1277569,34084,1311653
Hyderabad,Jan-2020,1157153,25174,1182327
Hyderabad,Feb-2020,868641,16521,885162
Hyderabad,Mar-2020,321650,3724,325374
Hyderabad,Apr-2020,,,0
Hyderabad,May-2020,,,0
Hyderabad,Jun-2020,,,0
Hyderabad,Jul-2020,,,0
Hyderabad,Aug-2020,,,0
Hyderabad,Sep-2020,21861,6,21867
Hyderabad,Oct-2020,167510,76,167586
Hyderabad,Nov-2020,272276,128,272404
Hyderabad,Dec-2020,442895,230,443125
Hyderabad,Jan-2021,828057,758,828815
Hyderabad,Feb-2021,657955,814,658769
Hyderabad,Mar-2021,589239,294,589533
Hyderabad,Apr-2021,216683,90,216773
Hyderabad,May-2021,50064,158,50222
Hyderabad,Jun-2021,205368,79,205447
Hyderabad,Jul-2021,384455,131,384586
Hyderabad,Aug-2021,603815,169,603984
Hyderabad,Sep-2021,533745,343,534088
Hyderabad,Oct-2021,743442,931,744373
Hyderabad,Nov-2021,938466,758,939224
Hyderabad,Dec-2021,1042809,1220,1044029
Hyderabad,Jan-2022,956428,575,957003
Hyderabad,Feb-2022,733747,592,734339
Hyderabad,Mar-2022,818866,1907,820773
Hyderabad,Apr-2022,776520,4959,781479
Hyderabad,May-2022,1460904,7841,1468745
Hyderabad,Jun-2022,1435151,5241,1440392
Hyderabad,Jul-2022,816814,6972,823786
Hyderabad,Aug-2022,933522,13256,946778
Hyderabad,Sep-2022,1005418,7828,1013246
Hyderabad,Oct-2022,1724362,5206,1729568
Hyderabad,Nov-2022,1289350,4524,1293874
Hyderabad,Dec-2022,1622676,9275,1631951
Jagtial,Jan-2016, , ,0
Jagtial,Feb-2016, , ,0
Jagtial,Mar-2016, , ,0
Jagtial,Apr-2016, , ,0
Jagtial,May-2016, , ,0
Jagtial,Jun-2016, , ,0
Jagtial,Jul-2016, , ,0
Jagtial,Aug-2016, , ,0
Jagtial,Sep-2016, , ,0
Jagtial,Oct-2016,201249,0,201249
Jagtial,Nov-2016,214534,0,214534
Jagtial,Dec-2016,207294,0,207294
Jagtial,Jan-2017,174477,0,174477
Jagtial,Feb-2017,159659,0,159659
Jagtial,Mar-2017,323658,0,323658
Jagtial,Apr-2017,330540,0,330540
Jagtial,May-2017,468038,0,468038
Jagtial,Jun-2017,418103,0,418103
Jagtial,Jul-2017,247254,0,247254
Jagtial,Aug-2017,386458,0,386458
Jagtial,Sep-2017,143102,0,143102
Jagtial,Oct-2017,248504,0,248504
Jagtial,Nov-2017,348042,0,348042
Jagtial,Dec-2017,393566,0,393566
Jagtial,Jan-2018,614082,0,614082
Jagtial,Feb-2018,349576,0,349576
Jagtial,Mar-2018,416716,0,416716
Jagtial,Apr-2018,372874,0,372874
Jagtial,May-2018,641363,0,641363
Jagtial,Jun-2018,182505,0,182505
Jagtial,Jul-2018,182473,0,182473
Jagtial,Aug-2018,272685,0,272685
Jagtial,Sep-2018,273121,0,273121
Jagtial,Oct-2018,138206,0,138206
Jagtial,Nov-2018,277997,0,277997
Jagtial,Dec-2018,231323,0,231323
Jagtial,Jan-2019,211913,0,211913
Jagtial,Feb-2019,215105,0,215105
Jagtial,Mar-2019,194090,0,194090
Jagtial,Apr-2019,447226,0,447226
Jagtial,May-2019,500206,0,500206
Jagtial,Jun-2019,235363,0,235363
Jagtial,Jul-2019,157419,0,157419
Jagtial,Aug-2019,151570,0,151570
Jagtial,Sep-2019,157564,0,157564
Jagtial,Oct-2019,165070,0,165070
Jagtial,Nov-2019,277630,0,277630
Jagtial,Dec-2019,372959,0,372959
Jagtial,Jan-2020,340174,0,340174
Jagtial,Feb-2020,186484,0,186484
Jagtial,Mar-2020,347014,0,347014
Jagtial,Apr-2020,,0,0
Jagtial,May-2020,,0,0
Jagtial,Jun-2020,14228,0,14228
Jagtial,Jul-2020,41752,0,41752
Jagtial,Aug-2020,34496,0,34496
Jagtial,Sep-2020,83012,0,83012
Jagtial,Oct-2020,83004,0,83004
Jagtial,Nov-2020,154438,0,154438
Jagtial,Dec-2020,155757,0,155757
Jagtial,Jan-2021,154626,0,154626
Jagtial,Feb-2021,155602,0,155602
Jagtial,Mar-2021,303738,0,303738
Jagtial,Apr-2021,74401,0,74401
Jagtial,May-2021,2555,0,2555
Jagtial,Jun-2021,43196,0,43196
Jagtial,Jul-2021,187220,0,187220
Jagtial,Aug-2021,191483,0,191483
Jagtial,Sep-2021,169440,0,169440
Jagtial,Oct-2021,172570,0,172570
Jagtial,Nov-2021,260498,0,260498
Jagtial,Dec-2021,255232,0,255232
Jagtial,Jan-2022,321355,0,321355
Jagtial,Feb-2022,221928,0,221928
Jagtial,Mar-2022,369104,0,369104
Jagtial,Apr-2022,260082,0,260082
Jagtial,May-2022,209660,0,209660
Jagtial,Jun-2022,197988,0,197988
Jagtial,Jul-2022,95511,0,95511
Jagtial,Aug-2022,170922,0,170922
Jagtial,Sep-2022,97975,0,97975
Jagtial,Oct-2022,122002,0,122002
Jagtial,Nov-2022,169844,0,169844
Jagtial,Dec-2022,170504,0,170504
Jangaon,Jan-2016, , ,0
Jangaon,Feb-2016, , ,0
Jangaon,Mar-2016, , ,0
Jangaon,Apr-2016, , ,0
Jangaon,May-2016, , ,0
Jangaon,Jun-2016, , ,0
Jangaon,Jul-2016, , ,0
Jangaon,Aug-2016, , ,0
Jangaon,Sep-2016, , ,0
Jangaon,Oct-2016,14770,0,14770
Jangaon,Nov-2016,13210,2,13212
Jangaon,Dec-2016,12680,0,12680
Jangaon,Jan-2017,12280,0,12280
Jangaon,Feb-2017,12610,0,12610
Jangaon,Mar-2017,8450,0,8450
Jangaon,Apr-2017,9788,0,9788
Jangaon,May-2017,12130,0,12130
Jangaon,Jun-2017,13750,0,13750
Jangaon,Jul-2017,16050,0,16050
Jangaon,Aug-2017,15680,0,15680
Jangaon,Sep-2017,15600,0,15600
Jangaon,Oct-2017,16130,0,16130
Jangaon,Nov-2017,16360,0,16360
Jangaon,Dec-2017,16880,0,16880
Jangaon,Jan-2018,17180,0,17180
Jangaon,Feb-2018,18600,0,18600
Jangaon,Mar-2018,17300,0,17300
Jangaon,Apr-2018,18100,0,18100
Jangaon,May-2018,19660,0,19660
Jangaon,Jun-2018,23050,0,23050
Jangaon,Jul-2018,26280,0,26280
Jangaon,Aug-2018,26020,0,26020
Jangaon,Sep-2018,28830,0,28830
Jangaon,Oct-2018,29470,0,29470
Jangaon,Nov-2018,29570,0,29570
Jangaon,Dec-2018,36962,0,36962
Jangaon,Jan-2019,28750,0,28750
Jangaon,Feb-2019,28810,0,28810
Jangaon,Mar-2019,27300,0,27300
Jangaon,Apr-2019,26160,0,26160
Jangaon,May-2019,26740,0,26740
Jangaon,Jun-2019,25820,0,25820
Jangaon,Jul-2019,24160,0,24160
Jangaon,Aug-2019,27800,0,27800
Jangaon,Sep-2019,28640,0,28640
Jangaon,Oct-2019,27840,0,27840
Jangaon,Nov-2019,28410,0,28410
Jangaon,Dec-2019,28460,0,28460
Jangaon,Jan-2020,28150,0,28150
Jangaon,Feb-2020,26390,0,26390
Jangaon,Mar-2020,21430,0,21430
Jangaon,Apr-2020,,0,0
Jangaon,May-2020,,0,0
Jangaon,Jun-2020,,0,0
Jangaon,Jul-2020,2600,0,2600
Jangaon,Aug-2020,2750,0,2750
Jangaon,Sep-2020,2700,0,2700
Jangaon,Oct-2020,3050,0,3050
Jangaon,Nov-2020,12070,0,12070
Jangaon,Dec-2020,11860,0,11860
Jangaon,Jan-2021,11545,0,11545
Jangaon,Feb-2021,11440,0,11440
Jangaon,Mar-2021,11950,0,11950
Jangaon,Apr-2021,10340,0,10340
Jangaon,May-2021,3275,0,3275
Jangaon,Jun-2021,2470,0,2470
Jangaon,Jul-2021,6580,0,6580
Jangaon,Aug-2021,7085,0,7085
Jangaon,Sep-2021,7180,0,7180
Jangaon,Oct-2021,10360,0,10360
Jangaon,Nov-2021,6140,0,6140
Jangaon,Dec-2021,6140,0,6140
Jangaon,Jan-2022,6280,0,6280
Jangaon,Feb-2022,6610,0,6610
Jangaon,Mar-2022,6040,0,6040
Jangaon,Apr-2022,6100,0,6100
Jangaon,May-2022,6350,0,6350
Jangaon,Jun-2022,6180,0,6180
Jangaon,Jul-2022,5935,0,5935
Jangaon,Aug-2022,5890,0,5890
Jangaon,Sep-2022,5875,0,5875
Jangaon,Oct-2022,5675,0,5675
Jangaon,Nov-2022,5425,0,5425
Jangaon,Dec-2022,5275,0,5275
Jayashankar Bhoopalpally,Jan-2016, , ,0
Jayashankar Bhoopalpally,Feb-2016, , ,0
Jayashankar Bhoopalpally,Mar-2016, , ,0
Jayashankar Bhoopalpally,Apr-2016, , ,0
Jayashankar Bhoopalpally,May-2016, , ,0
Jayashankar Bhoopalpally,Jun-2016, , ,0
Jayashankar Bhoopalpally,Jul-2016, , ,0
Jayashankar Bhoopalpally,Aug-2016, , ,0
Jayashankar Bhoopalpally,Sep-2016, , ,0
Jayashankar Bhoopalpally,Oct-2016,76360,24,76384
Jayashankar Bhoopalpally,Nov-2016,81580,22,81602
Jayashankar Bhoopalpally,Dec-2016,85460,40,85500
Jayashankar Bhoopalpally,Jan-2017,96560,85,96645
Jayashankar Bhoopalpally,Feb-2017,96850,38,96888
Jayashankar Bhoopalpally,Mar-2017,81400,35,81435
Jayashankar Bhoopalpally,Apr-2017,90700,36,90736
Jayashankar Bhoopalpally,May-2017,91150,40,91190
Jayashankar Bhoopalpally,Jun-2017,93650,35,93685
Jayashankar Bhoopalpally,Jul-2017,94700,42,94742
Jayashankar Bhoopalpally,Aug-2017,118350,45,118395
Jayashankar Bhoopalpally,Sep-2017,112600,56,112656
Jayashankar Bhoopalpally,Oct-2017,115250,55,115305
Jayashankar Bhoopalpally,Nov-2017,116800,58,116858
Jayashankar Bhoopalpally,Dec-2017,723000,57,723057
Jayashankar Bhoopalpally,Jan-2018,6519850,50,6519900
Jayashankar Bhoopalpally,Feb-2018,8626250,60,8626310
Jayashankar Bhoopalpally,Mar-2018,146150,70,146220
Jayashankar Bhoopalpally,Apr-2018,149150,45,149195
Jayashankar Bhoopalpally,May-2018,152050,40,152090
Jayashankar Bhoopalpally,Jun-2018,159400,35,159435
Jayashankar Bhoopalpally,Jul-2018,128550,40,128590
Jayashankar Bhoopalpally,Aug-2018,184700,35,184735
Jayashankar Bhoopalpally,Sep-2018,192300,40,192340
Jayashankar Bhoopalpally,Oct-2018,195400,40,195440
Jayashankar Bhoopalpally,Nov-2018,196500,40,196540
Jayashankar Bhoopalpally,Dec-2018,245625,44,245669
Jayashankar Bhoopalpally,Jan-2019,197430,45,197475
Jayashankar Bhoopalpally,Feb-2019,193140,45,193185
Jayashankar Bhoopalpally,Mar-2019,194110,40,194150
Jayashankar Bhoopalpally,Apr-2019,191070,40,191110
Jayashankar Bhoopalpally,May-2019,185350,40,185390
Jayashankar Bhoopalpally,Jun-2019,203980,50,204030
Jayashankar Bhoopalpally,Jul-2019,213200,55,213255
Jayashankar Bhoopalpally,Aug-2019,216050,50,216100
Jayashankar Bhoopalpally,Sep-2019,223400,60,223460
Jayashankar Bhoopalpally,Oct-2019,218500,60,218560
Jayashankar Bhoopalpally,Nov-2019,225200,70,225270
Jayashankar Bhoopalpally,Dec-2019,220900,65,220965
Jayashankar Bhoopalpally,Jan-2020,3703500,70,3703570
Jayashankar Bhoopalpally,Feb-2020,9216200,60,9216260
Jayashankar Bhoopalpally,Mar-2020,152700,15,152715
Jayashankar Bhoopalpally,Apr-2020,0,0,0
Jayashankar Bhoopalpally,May-2020,0,0,0
Jayashankar Bhoopalpally,Jun-2020,0,0,0
Jayashankar Bhoopalpally,Jul-2020,10150,0,10150
Jayashankar Bhoopalpally,Aug-2020,15300,0,15300
Jayashankar Bhoopalpally,Sep-2020,18900,0,18900
Jayashankar Bhoopalpally,Oct-2020,25600,0,25600
Jayashankar Bhoopalpally,Nov-2020,72200,0,72200
Jayashankar Bhoopalpally,Dec-2020,76100,0,76100
Jayashankar Bhoopalpally,Jan-2021,77500,0,77500
Jayashankar Bhoopalpally,Feb-2021,78200,0,78200
Jayashankar Bhoopalpally,Mar-2021,81950,15,81965
Jayashankar Bhoopalpally,Apr-2021,80550,0,80550
Jayashankar Bhoopalpally,May-2021,25450,0,25450
Jayashankar Bhoopalpally,Jun-2021,24250,0,24250
Jayashankar Bhoopalpally,Jul-2021,45800,0,45800
Jayashankar Bhoopalpally,Aug-2021,54550,8,54558
Jayashankar Bhoopalpally,Sep-2021,57755,8,57763
Jayashankar Bhoopalpally,Oct-2021,52000,10,52010
Jayashankar Bhoopalpally,Nov-2021,61560,9,61569
Jayashankar Bhoopalpally,Dec-2021,56450,10,56460
Jayashankar Bhoopalpally,Jan-2022,2558141,10,2558151
Jayashankar Bhoopalpally,Feb-2022,8060739,8,8060747
Jayashankar Bhoopalpally,Mar-2022,59666,9,59675
Jayashankar Bhoopalpally,Apr-2022,61102,8,61110
Jayashankar Bhoopalpally,May-2022,60055,8,60063
Jayashankar Bhoopalpally,Jun-2022,60124,8,60132
Jayashankar Bhoopalpally,Jul-2022,62023,8,62031
Jayashankar Bhoopalpally,Aug-2022,62564,10,62574
Jayashankar Bhoopalpally,Sep-2022,62917,10,62927
Jayashankar Bhoopalpally,Oct-2022,63863,11,63874
Jayashankar Bhoopalpally,Nov-2022,64111,10,64121
Jayashankar Bhoopalpally,Dec-2022,62102,10,62112
Jogulamba Gadwal ,Jan-2016, , ,0
Jogulamba Gadwal ,Feb-2016, , ,0
Jogulamba Gadwal ,Mar-2016, , ,0
Jogulamba Gadwal ,Apr-2016, , ,0
Jogulamba Gadwal ,May-2016, , ,0
Jogulamba Gadwal ,Jun-2016, , ,0
Jogulamba Gadwal ,Jul-2016, , ,0
Jogulamba Gadwal ,Aug-2016, , ,0
Jogulamba Gadwal ,Sep-2016, , ,0
Jogulamba Gadwal ,Oct-2016,152898,13,152911
Jogulamba Gadwal ,Nov-2016,188170,21,188191
Jogulamba Gadwal ,Dec-2016,182333,11,182344
Jogulamba Gadwal ,Jan-2017,214887,20,214907
Jogulamba Gadwal ,Feb-2017,481110,16,481126
Jogulamba Gadwal ,Mar-2017,155013,32,155045
Jogulamba Gadwal ,Apr-2017,131426,29,131455
Jogulamba Gadwal ,May-2017,131426,31,131457
Jogulamba Gadwal ,Jun-2017,160182,32,160214
Jogulamba Gadwal ,Jul-2017,160182,34,160216
Jogulamba Gadwal ,Aug-2017,131485,25,131510
Jogulamba Gadwal ,Sep-2017,123733,42,123775
Jogulamba Gadwal ,Oct-2017,152898,13,152911
Jogulamba Gadwal ,Nov-2017,188170,21,188191
Jogulamba Gadwal ,Dec-2017,214887,10,214897
Jogulamba Gadwal ,Jan-2018,146441,36,146477
Jogulamba Gadwal ,Feb-2018,481110,6,481116
Jogulamba Gadwal ,Mar-2018,155013,22,155035
Jogulamba Gadwal ,Apr-2018,138673,15,138688
Jogulamba Gadwal ,May-2018,131426,19,131445
Jogulamba Gadwal ,Jun-2018,160182,19,160201
Jogulamba Gadwal ,Jul-2018,114951,37,114988
Jogulamba Gadwal ,Aug-2018,123733,42,123775
Jogulamba Gadwal ,Sep-2018,121710,35,121745
Jogulamba Gadwal ,Oct-2018,152898,13,152911
Jogulamba Gadwal ,Nov-2018,128075,45,128120
Jogulamba Gadwal ,Dec-2018,182333,11,182344
Jogulamba Gadwal ,Jan-2019,146441,36,146477
Jogulamba Gadwal ,Feb-2019,481110,6,481116
Jogulamba Gadwal ,Mar-2019,155013,22,155035
Jogulamba Gadwal ,Apr-2019,82334,16,82350
Jogulamba Gadwal ,May-2019,154609,20,154629
Jogulamba Gadwal ,Jun-2019,155013,22,155035
Jogulamba Gadwal ,Jul-2019,114951,37,114988
Jogulamba Gadwal ,Aug-2019,123733,42,123775
Jogulamba Gadwal ,Sep-2019,131485,25,131510
Jogulamba Gadwal ,Oct-2019,152898,13,152911
Jogulamba Gadwal ,Nov-2019,128075,45,128120
Jogulamba Gadwal ,Dec-2019,182333,11,182344
Jogulamba Gadwal ,Jan-2020,146441,36,146477
Jogulamba Gadwal ,Feb-2020,481110,6,481116
Jogulamba Gadwal ,Mar-2020,24013,0,24013
Jogulamba Gadwal ,Apr-2020,,0,0
Jogulamba Gadwal ,May-2020,,0,0
Jogulamba Gadwal ,Jun-2020,26013,0,26013
